request_id,conversation_id,period,created_at,employee_id,employee_department,category,topic,question_text,route,answer_source,knowledge_version,user_confirmed_resolved,resolution_type,recontact_within_24h,peer_reask,feedback_score,response_seconds,input_tokens,output_tokens,api_call_count,retry_count,status_code,error_type,api_cost_krw
R000663,C00663,month2,2026-07-23 15:29:00,E0056,IT운영,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.9,6.81,2024,506,1,0,200,,4.96
R000664,C00664,month2,2026-07-22 17:57:00,E0168,기획,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,document,0,0,2.6,3.43,1378,590,1,0,200,,4.41
R000665,C00665,month2,2026-07-13 04:10:00,E0199,기획,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v1,1,chatbot,0,0,2.4,4.07,1575,468,1,0,200,,4.17
R000666,C00666,month2,2026-07-06 04:34:00,E0185,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.5,4.9,2192,496,1,0,200,,5.15
R000667,C00667,month2,2026-07-15 15:15:00,E0245,기획,인사,근태,근태 수정 절차 알려줘,FAQ,FAQ,faq_근태_v1,1,chatbot,0,0,4.5,0.62,0,0,0,0,200,,0.0
R000668,C00668,month2,2026-07-03 04:17:00,E0111,재무,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.3,5.0,1324,261,1,0,200,,2.95
R000669,C00669,month2,2026-07-19 19:19:00,E0252,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,FAQ,FAQ,faq_택배/우편_v1,1,chatbot,0,0,4.1,0.88,0,0,0,0,200,,0.0
R000670,C00670,month2,2026-07-20 10:15:00,E0173,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.9,6.53,1865,362,1,0,200,,4.13
R000671,C00671,month2,2026-07-17 04:48:00,E0141,개발,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.4,3.96,1394,551,1,0,200,,4.27
R000672,C00672,month2,2026-07-29 17:24:00,E0247,재무,IT,네트워크,사내 인터넷 연결이 불안정해,RULE,RULE,,0,department,0,1,2.2,0.29,0,0,0,0,200,,0.0
R000673,C00673,month2,2026-07-12 17:35:00,E0050,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,unresolved,0,1,3.4,4.84,1405,263,1,0,200,,3.07
R000674,C00674,month2,2026-07-03 16:53:00,E0140,고객지원,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,document,0,0,4.3,7.0,1381,653,1,0,200,,4.68
R000675,C00675,month2,2026-07-09 15:40:00,E0201,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,1,1,3.4,6.51,2052,218,1,0,200,,3.79
R000676,C00676,month2,2026-07-12 10:38:00,E0103,인사,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.9,7.29,2215,514,1,0,200,,5.26
R000677,C00677,month2,2026-07-18 14:47:00,E0019,인사,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v1,1,chatbot,1,0,3.6,0.84,0,0,0,0,200,,0.0
R000678,C00678,month2,2026-07-01 16:26:00,E0094,고객지원,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v1,1,chatbot,1,1,3.6,3.47,1132,343,1,0,200,,3.03
R000679,C00679,month2,2026-07-14 01:14:00,E0240,기획,일반규정,재택근무,재택근무 규정 알려줘,FAQ,FAQ,faq_재택근무_v1,1,chatbot,1,1,4.8,0.56,0,0,0,0,200,,0.0
R000680,C00680,month2,2026-07-27 13:34:00,E0124,IT운영,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,unresolved,1,0,3.3,3.39,2101,648,1,0,200,,5.66
R000681,C00681,month2,2026-07-02 07:07:00,E0111,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,unresolved,0,1,2.2,4.15,1358,442,1,0,200,,3.76
R000682,C00682,month2,2026-07-06 03:42:00,E0118,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,1,3.1,4.11,1868,358,1,0,200,,4.12
R000683,C00683,month2,2026-07-27 02:25:00,E0216,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,1,1,3.7,4.61,1169,306,1,0,200,,2.92
R000684,C00684,month2,2026-07-08 18:22:00,E0220,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,1,1,2.7,4.4,1452,303,1,0,200,,3.31
R000685,C00685,month2,2026-07-07 02:33:00,E0096,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,0,4.3,6.29,2321,612,1,0,200,,5.82
R000686,C00686,month2,2026-07-10 10:56:00,E0280,디자인,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,document,1,1,3.4,3.89,1102,649,1,0,200,,4.27
R000687,C00687,month2,2026-07-29 02:04:00,E0133,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v1,1,chatbot,0,1,2.9,0.44,0,0,0,0,200,,0.0
R000688,C00688,month2,2026-07-16 14:11:00,E0059,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,1,chatbot,1,0,4.4,5.22,1690,390,1,0,200,,4.0
R000689,C00689,month2,2026-07-15 18:03:00,E0217,인사,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,document,0,0,2.9,6.61,1234,651,1,0,200,,4.46
R000690,C00690,month2,2026-07-02 12:19:00,E0074,인사,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,1,0,3.8,5.67,1138,472,2,1,200,,7.15
R000691,C00691,month2,2026-07-27 11:39:00,E0287,기획,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,1,chatbot,0,0,2.9,6.09,1217,381,1,0,200,,3.3
R000692,C00692,month2,2026-07-07 00:05:00,E0295,기획,총무,비품,사무용 비품 신청 방법 알려줘,FAQ,FAQ,faq_비품_v1,1,chatbot,0,1,2.3,0.42,0,0,0,0,200,,0.0
R000693,C00693,month2,2026-07-15 13:43:00,E0272,재무,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,0,1.6,6.23,1905,609,1,0,200,,5.22
R000694,C00694,month2,2026-07-10 03:30:00,E0259,재무,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,document,0,0,3.1,3.88,2066,439,1,0,200,,4.74
R000695,C00695,month2,2026-07-10 08:37:00,E0292,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.1,3.64,1168,467,1,0,200,,3.6
R000696,C00696,month2,2026-07-24 04:08:00,E0035,재무,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v1,1,chatbot,0,0,4.2,0.63,0,0,0,0,200,,0.0
R000697,C00697,month2,2026-07-13 15:56:00,E0248,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,0,0,4.4,2.81,1759,371,1,0,200,,4.02
R000698,C00698,month2,2026-07-21 08:40:00,E0234,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,0,3.2,7.04,2187,588,1,0,200,,5.53
R000699,C00699,month2,2026-07-21 16:04:00,E0095,영업,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,1,0,3.2,5.29,2057,533,1,0,200,,5.12
R000700,C00700,month2,2026-07-29 08:50:00,E0056,디자인,인사,복지,복지포인트 사용 방법 알려줘,RULE,RULE,,0,document,1,0,1.5,0.68,0,0,0,0,200,,0.0
R000701,C00701,month2,2026-07-13 15:47:00,E0203,영업,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,1,chatbot,0,1,4.0,3.68,1411,471,1,0,200,,3.95
R000702,C00702,month2,2026-07-27 07:22:00,E0164,IT운영,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,unresolved,1,1,2.5,5.02,1854,642,1,0,200,,5.29
R000703,C00703,month2,2026-07-25 23:25:00,E0215,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.2,5.2,1325,512,1,0,200,,4.01
R000704,C00704,month2,2026-07-25 23:10:00,E0283,인사,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,document,0,1,2.0,4.04,1296,262,1,0,200,,2.91
R000705,C00705,month2,2026-07-14 00:22:00,E0195,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,0,1,1.8,5.62,1996,514,1,0,200,,4.95
R000706,C00706,month2,2026-07-11 17:07:00,E0124,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v1,0,coworker,1,0,2.3,5.63,1116,380,1,0,200,,3.16
R000707,C00707,month2,2026-07-09 18:39:00,E0240,재무,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,0,1,3.1,3.87,1556,492,1,0,200,,4.24
R000708,C00708,month2,2026-07-19 11:08:00,E0116,재무,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,unresolved,0,0,3.7,4.71,1891,541,1,0,200,,4.92
R000709,C00709,month2,2026-07-03 12:26:00,E0217,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,1,chatbot,1,1,4.4,3.12,1189,258,1,0,200,,2.75
R000710,C00710,month2,2026-07-25 13:12:00,E0132,인사,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,department,1,0,3.5,3.23,1329,622,1,0,200,,4.47
R000711,C00711,month2,2026-07-23 22:25:00,E0044,디자인,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,department,0,1,1.1,3.94,1707,358,1,0,200,,3.89
R000712,C00712,month2,2026-07-14 04:33:00,E0167,개발,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,1,chatbot,1,1,3.9,4.99,1689,225,1,0,200,,3.31
R000713,C00713,month2,2026-07-13 23:44:00,E0184,기획,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,unresolved,1,0,1.7,4.51,2126,644,1,0,200,,5.68
R000714,C00714,month2,2026-07-16 13:02:00,E0072,영업,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,1,chatbot,1,0,3.9,6.61,2090,210,1,0,200,,3.81
R000715,C00715,month2,2026-07-10 19:29:00,E0062,개발,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v1,1,chatbot,1,0,4.6,4.05,1565,445,2,1,200,,8.12
R000716,C00716,month2,2026-07-20 04:08:00,E0085,인사,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,coworker,1,1,2.5,5.77,1818,245,1,0,200,,3.57
R000717,C00717,month2,2026-07-29 07:01:00,E0205,고객지원,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v1,0,department,0,0,2.2,0.34,0,0,0,0,200,,0.0
R000718,C00718,month2,2026-07-17 05:55:00,E0067,영업,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v1,0,coworker,0,1,2.3,5.8,1149,362,2,1,200,,6.26
R000719,C00719,month2,2026-07-02 21:50:00,E0033,IT운영,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,0,2.9,4.37,1898,449,1,0,200,,4.54
R000720,C00720,month2,2026-07-24 23:31:00,E0163,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,document,1,1,3.0,5.82,1434,382,2,1,200,,7.22
R000721,C00721,month2,2026-07-23 03:12:00,E0255,고객지원,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,1,0,3.0,7.24,2118,463,1,0,200,,4.91
R000722,C00722,month2,2026-07-05 11:07:00,E0071,디자인,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,1,1,3.9,3.56,1852,609,1,0,200,,5.15
R000723,C00723,month2,2026-07-04 05:15:00,E0114,영업,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v1,1,chatbot,1,0,2.6,0.39,0,0,0,0,200,,0.0
R000724,C00724,month2,2026-07-16 00:41:00,E0060,인사,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,coworker,0,0,2.8,5.87,2027,460,2,1,200,,9.54
R000725,C00725,month2,2026-07-15 02:33:00,E0150,인사,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.0,7.37,1824,596,1,0,200,,5.06
R000726,C00726,month2,2026-07-24 05:07:00,E0285,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,0,0,2.1,4.4,1883,484,1,0,200,,4.67
R000727,C00727,month2,2026-07-12 13:57:00,E0208,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v1,1,chatbot,1,0,2.9,0.64,0,0,0,0,200,,0.0
R000728,C00728,month2,2026-07-24 18:36:00,E0151,기획,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,0,1,4.0,3.53,2013,507,1,0,200,,4.95
R000729,C00729,month2,2026-07-26 09:46:00,E0121,IT운영,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,coworker,1,0,2.0,7.09,2346,524,1,0,200,,5.49
R000730,C00730,month2,2026-07-17 02:55:00,E0249,개발,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.3,5.82,2003,533,1,0,200,,5.04
R000731,C00731,month2,2026-07-08 15:41:00,E0024,고객지원,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,0,0,2.7,5.48,1196,659,1,0,200,,4.44
R000732,C00732,month2,2026-07-17 13:17:00,E0123,IT운영,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v1,1,chatbot,0,0,5.0,0.21,0,0,0,0,200,,0.0
R000733,C00733,month2,2026-07-12 08:38:00,E0123,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,0,department,1,0,1.0,6.31,2038,294,1,0,200,,4.09
R000734,C00734,month2,2026-07-17 22:00:00,E0265,인사,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,0,5.0,5.73,1502,628,1,0,200,,4.74
R000735,C00735,month2,2026-07-11 13:28:00,E0280,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,RULE,RULE,,0,department,1,0,3.0,0.32,0,0,0,0,200,,0.0
R000736,C00736,month2,2026-07-05 13:28:00,E0286,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.7,5.05,2248,643,1,0,429,rate_limit,5.85
R000737,C00737,month2,2026-07-10 08:22:00,E0142,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.5,6.45,2271,475,2,1,200,,10.35
R000738,C00738,month2,2026-07-17 06:12:00,E0147,재무,IT,VPN,VPN 설치/접속 방법 알려줘,RULE,RULE,,0,coworker,0,1,2.0,0.29,0,0,0,0,200,,0.0
R000739,C00739,month2,2026-07-21 06:39:00,E0067,인사,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v1,1,chatbot,0,1,2.7,0.57,0,0,0,0,200,,0.0
R000740,C00740,month2,2026-07-14 21:31:00,E0271,기획,재무,법인카드,법인카드 정산 방법 알려줘,FAQ,FAQ,faq_법인카드_v1,1,chatbot,0,1,4.2,0.33,0,0,0,0,200,,0.0
R000741,C00741,month2,2026-07-23 09:51:00,E0142,개발,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v1,1,chatbot,0,0,3.7,6.38,1142,307,1,0,200,,2.89
R000742,C00742,month2,2026-07-10 04:42:00,E0118,디자인,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,unresolved,0,1,3.0,6.57,2202,396,1,0,200,,4.75
R000743,C00743,month2,2026-07-26 15:03:00,E0199,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,0,document,0,0,2.3,3.22,1794,462,1,0,200,,4.45
R000744,C00744,month2,2026-07-11 13:32:00,E0194,재무,재무,법인카드,법인카드 정산 방법 알려줘,RAG,RAG,법인카드_guide_v1,1,chatbot,1,0,4.4,5.69,1857,362,1,0,200,,4.12
R000745,C00745,month2,2026-07-05 19:21:00,E0212,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,1,chatbot,0,0,4.3,3.52,1280,260,1,0,200,,2.88
R000746,C00746,month2,2026-07-07 19:16:00,E0090,영업,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,0,2.9,7.38,1974,628,1,0,200,,5.4
R000747,C00747,month2,2026-07-17 17:56:00,E0204,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,1,2.1,3.32,2024,653,1,0,200,,5.58
R000748,C00748,month2,2026-07-08 23:39:00,E0230,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,unresolved,0,0,2.1,7.31,2015,564,1,0,200,,5.19
R000749,C00749,month2,2026-07-12 19:31:00,E0140,IT운영,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v1,0,coworker,0,0,2.8,6.27,1904,242,1,0,200,,3.68
R000750,C00750,month2,2026-07-15 20:02:00,E0016,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,1,0,2.5,5.41,1308,473,1,0,200,,3.82
R000751,C00751,month2,2026-07-12 03:56:00,E0061,인사,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v1,1,chatbot,0,0,2.5,0.75,0,0,0,0,200,,0.0
R000752,C00752,month2,2026-07-22 09:03:00,E0291,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,document,0,0,2.2,4.11,2096,537,1,0,200,,5.19
R000753,C00753,month2,2026-07-10 04:44:00,E0011,영업,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,department,0,1,2.7,3.44,1816,564,1,0,200,,4.91
R000754,C00754,month2,2026-07-19 13:43:00,E0097,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,0,1,2.9,5.91,1145,363,1,0,200,,3.13
R000755,C00755,month2,2026-07-23 15:47:00,E0144,재무,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,3.0,7.33,1799,624,1,0,200,,5.14
R000756,C00756,month2,2026-07-17 20:02:00,E0165,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.1,5.72,2039,436,1,0,200,,4.69
R000757,C00757,month2,2026-07-06 23:12:00,E0042,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.0,7.18,1631,243,1,0,200,,3.3
R000758,C00758,month2,2026-07-01 11:20:00,E0023,영업,일반규정,보안,자료 반출 기준 알려줘,RAG,RAG,보안_guide_v1,0,document,1,1,2.5,4.76,1628,474,1,0,200,,4.27
R000759,C00759,month2,2026-07-09 17:36:00,E0224,인사,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.3,4.21,2228,468,1,0,200,,5.08
R000760,C00760,month2,2026-07-18 17:38:00,E0067,기획,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,0,0,2.1,6.4,1509,449,1,0,200,,4.0
R000761,C00761,month2,2026-07-18 05:43:00,E0013,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,1,1.9,5.79,2052,503,1,0,200,,4.99
R000762,C00762,month2,2026-07-05 12:11:00,E0290,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,RULE,RULE,,0,department,0,0,2.8,0.48,0,0,0,0,200,,0.0
R000763,C00763,month2,2026-07-09 07:57:00,E0267,영업,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,department,1,0,3.5,4.74,1405,335,1,0,200,,3.37
R000764,C00764,month2,2026-07-03 13:35:00,E0095,재무,일반규정,재택근무,재택근무 규정 알려줘,RAG,RAG,재택근무_guide_v1,0,unresolved,1,0,1.3,5.44,1281,347,1,0,200,,3.25
R000765,C00765,month2,2026-07-18 12:22:00,E0092,인사,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,unresolved,1,0,2.7,4.82,1494,295,1,0,200,,3.33
R000766,C00766,month2,2026-07-21 17:43:00,E0218,개발,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,0,1,4.0,4.35,2304,540,1,0,200,,5.49
R000767,C00767,month2,2026-07-12 05:04:00,E0164,기획,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,department,0,1,2.5,5.73,2236,305,1,0,200,,4.41
R000768,C00768,month2,2026-07-20 21:50:00,E0100,디자인,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RULE,RULE,,0,coworker,1,1,1.8,0.37,0,0,0,0,200,,0.0
R000769,C00769,month2,2026-07-26 05:14:00,E0029,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,1,3.1,4.42,1718,512,1,0,200,,4.56
R000770,C00770,month2,2026-07-03 13:51:00,E0229,IT운영,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,document,0,1,2.5,6.97,1606,301,1,0,200,,3.51
R000771,C00771,month2,2026-07-20 12:38:00,E0236,개발,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,0,1,2.4,5.9,1674,232,1,0,200,,3.32
R000772,C00772,month2,2026-07-05 09:15:00,E0135,IT운영,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,coworker,1,1,1.0,4.31,1491,599,1,0,200,,4.6
R000773,C00773,month2,2026-07-24 17:41:00,E0015,고객지원,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v1,0,document,0,0,2.4,4.93,2073,409,1,0,200,,4.62
R000774,C00774,month2,2026-07-13 06:29:00,E0244,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,unresolved,1,1,2.8,5.49,1381,293,1,0,200,,3.16
R000775,C00775,month2,2026-07-07 05:02:00,E0260,재무,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,coworker,0,1,2.4,6.49,1906,596,1,0,200,,5.17
R000776,C00776,month2,2026-07-05 01:56:00,E0140,인사,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,unresolved,1,0,1.1,5.84,1973,458,1,0,200,,4.69
R000777,C00777,month2,2026-07-22 14:26:00,E0264,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v1,0,coworker,0,0,3.0,4.63,1918,283,1,0,200,,3.87
R000778,C00778,month2,2026-07-17 08:40:00,E0230,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RULE,RULE,,0,document,0,0,2.3,0.55,0,0,0,0,200,,0.0
R000779,C00779,month2,2026-07-27 23:48:00,E0099,영업,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,1,0,1.0,6.13,1298,619,1,0,200,,4.42
R000780,C00780,month2,2026-07-06 20:03:00,E0022,재무,인사,급여,급여 지급/명세서 확인 방법 알려줘,FAQ,FAQ,faq_급여_v1,1,chatbot,0,1,4.4,0.65,0,0,0,0,200,,0.0
R000781,C00781,month2,2026-07-27 03:13:00,E0147,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.3,7.36,1779,345,1,0,200,,3.94
R000782,C00782,month2,2026-07-21 02:58:00,E0068,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,1.8,5.89,2251,550,1,0,200,,5.46
R000783,C00783,month2,2026-07-19 17:55:00,E0121,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v1,1,chatbot,1,0,5.0,6.06,1486,356,1,0,200,,3.58
R000784,C00784,month2,2026-07-06 23:11:00,E0140,개발,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,0,0,1.8,3.97,2283,379,1,0,200,,4.79
R000785,C00785,month2,2026-07-23 05:50:00,E0282,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,1,1,3.4,5.4,1603,362,1,0,200,,3.76
R000786,C00786,month2,2026-07-20 01:03:00,E0230,개발,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,0,document,0,1,3.5,5.7,1368,362,1,0,200,,3.44
R000787,C00787,month2,2026-07-22 20:12:00,E0069,재무,재무,법인카드,법인카드 정산 방법 알려줘,RULE,RULE,,0,document,0,0,3.0,0.64,0,0,0,0,200,,0.0
R000788,C00788,month2,2026-07-23 23:25:00,E0111,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,unresolved,0,0,3.3,6.29,1684,364,1,0,200,,3.89
R000789,C00789,month2,2026-07-23 07:49:00,E0037,개발,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.3,4.47,1557,436,2,1,200,,8.02
R000790,C00790,month2,2026-07-03 10:20:00,E0295,개발,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,unresolved,0,0,1.9,3.32,1955,643,1,0,200,,5.44
